Product Name,Technology,2G bands,Untitled,3G bands,Untitled,4G bands,Untitled,Untitled,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Untitled,Type,Size,Resolution,Protection,Untitled,OS,Chipset,CPU,GPU,Card slot,Internal,Triple,Features,Video,Dual,Features,Video,Loudspeaker,3.5mm jack,Untitled,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Untitled,Untitled,Charging,Talk time,Music play,Colors,Models,SAR,SAR EU,Price,Performance,Display,Camera,Loudspeaker,Audio quality,Battery life
Kyocera Presto S1350,CDMA / CDMA2000,CDMA 800 / 1900 / 1700,Removable Li-Ion 920 mAh battery,CDMA2000 1x,Removable Li-Ion 920 mAh battery,,Removable Li-Ion 920 mAh battery,Removable Li-Ion 920 mAh battery,"CDMA2000 1x, 153 Kbps","2011, October. Released 2011, October",Discontinued,114 x 45.5 x 13.7 mm (4.49 x 1.79 x 0.54 in),76 g (2.68 oz),,Mini-SIM,Removable Li-Ion 920 mAh battery,"TFT, 256K colors","1.8 inches, 10.2 cm",128 x 160 pixels (~114 ppi density),,Removable Li-Ion 920 mAh battery,,,,,No,67MB,,,No,,,No,Yes,No,Removable Li-Ion 920 mAh battery,No,"2.1, A2DP, EDR",No,,No,microUSB 2.0,_,Removable Li-Ion 920 mAh battery,Removable Li-Ion 920 mAh battery,,Up to 3 h 20 min,,Black,,,,,,,,Yes,,
Kyocera Brio,CDMA / CDMA2000,CDMA 800 / 1900,Removable Li-Ion 870 mAh battery,CDMA2000 1x,Removable Li-Ion 870 mAh battery,,Removable Li-Ion 870 mAh battery,Removable Li-Ion 870 mAh battery,"CDMA2000 1x, 153 Kbps","2011, September. Released 2011, September",Discontinued,113.5 x 60 x 14.5 mm (4.47 x 2.36 x 0.57 in),105 g (3.70 oz),,Mini-SIM,Removable Li-Ion 870 mAh battery,"TFT, 256K colors","2.2 inches, 15.0 cm","320 x 240 pixels, 4:3 ratio (~182 ppi density)",,Removable Li-Ion 870 mAh battery,,Qualcomm QSC6055,,,microSD (dedicated slot),128MB,,,Yes,,,Yes,Yes,No,Removable Li-Ion 870 mAh battery,No,"2.0, A2DP, EDR","Yes, with A-GPS",,No,microUSB 2.0,Compass,Removable Li-Ion 870 mAh battery,Removable Li-Ion 870 mAh battery,,Up to 4 h 40 min,,Black,,,,,,,,Yes,,
Kyocera Echo,CDMA / EVDO,CDMA 800 / 1900,Removable Li-Ion 1370 mAh battery,CDMA2000 1xEV-DO,Removable Li-Ion 1370 mAh battery,,Removable Li-Ion 1370 mAh battery,Removable Li-Ion 1370 mAh battery,EV-DO Rev.A 3.1 Mbps,"2011, March. Released 2011, April",Discontinued,115 x 56.5 x 17.2 mm (4.53 x 2.22 x 0.68 in),193 g (6.81 oz),,Mini-SIM,Removable Li-Ion 1370 mAh battery,"Dual TFT capacitive touchscreens, 256K colors","3.5 inches, 34.9 cm","480 x 800 pixels, 5:3 ratio (~267 ppi density)",,Removable Li-Ion 1370 mAh battery,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",Qualcomm QSD8650 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,"microSD, up to 32 GB (dedicated slot), 8 GB included",1GB 512MB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Removable Li-Ion 1370 mAh battery,"Wi-Fi 802.11 b/g, hotspot (charges may apply)","2.1, A2DP, EDR","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1370 mAh battery,Removable Li-Ion 1370 mAh battery,,Up to 7 h,,Black,,,,About 350 EUR,,,,Yes,,
Kyocera DuraCore E4210,CDMA / EVDO,CDMA 800 / 1900,Removable Li-Ion 1360 mAh battery,CDMA2000 1xEV-DO,Removable Li-Ion 1360 mAh battery,,Removable Li-Ion 1360 mAh battery,Removable Li-Ion 1360 mAh battery,EV-DO Rev.A 3.1 Mbps,"2011, July",Discontinued,98.5 x 49.8 x 23.9 mm (3.88 x 1.96 x 0.94 in),126 g (4.44 oz),,Mini-SIM,Removable Li-Ion 1360 mAh battery,"TFT, 256K colors","2.0 inches, 12.4 cm","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,Removable Li-Ion 1360 mAh battery,,Qualcomm QSC6055,,,No,,,,,,,,Yes,No,Removable Li-Ion 1360 mAh battery,No,"2.0, A2DP, EDR","Yes, with A-GPS",,No,microUSB 2.0,_,Removable Li-Ion 1360 mAh battery,Removable Li-Ion 1360 mAh battery,,Up to 8 h,,Black,,,,,,,,Yes,,
Kyocera DuraMax,CDMA / EVDO,CDMA 800 / 1900,Removable Li-Ion 1360 mAh battery,CDMA2000 1xEV-DO,Removable Li-Ion 1360 mAh battery,,Removable Li-Ion 1360 mAh battery,Removable Li-Ion 1360 mAh battery,EV-DO Rev.A 3.1 Mbps,"2011, July. Released 2011, October",Discontinued,101.5 x 53.5 x 25.5 mm (4.00 x 2.11 x 1.00 in),144 g (5.08 oz),,Mini-SIM,Removable Li-Ion 1360 mAh battery,"TFT, 256K colors","2.0 inches, 12.4 cm","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,Removable Li-Ion 1360 mAh battery,,Qualcomm QSC6055,,,"microSD, up to 32 GB (dedicated slot), 1 GB included",,,LED flash,Yes,,LED flash,Yes,Yes,Yes,Removable Li-Ion 1360 mAh battery,No,"2.0, A2DP, EDR","Yes, with A-GPS",,No,microUSB 2.0,_,Removable Li-Ion 1360 mAh battery,Removable Li-Ion 1360 mAh battery,,Up to 8 h,,Black,,,,,,,,Yes,,
Kyocera E4600,GSM,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 780 mAh battery,,Removable Li-Ion 780 mAh battery,,Removable Li-Ion 780 mAh battery,Removable Li-Ion 780 mAh battery,,"2008, August. Released 2008, August",Discontinued,103 x 51 x 15 mm (4.06 x 2.01 x 0.59 in),85 g (3.00 oz),,Mini-SIM,Removable Li-Ion 780 mAh battery,"TFT, 65K colors","2.2 inches, 15.2 cm",176 x 220 pixels (~128 ppi density),,Removable Li-Ion 780 mAh battery,,,,,"microSD, up to 2 GB (dedicated slot)",,,LED flash,Yes,,LED flash,Yes,Yes,No,Removable Li-Ion 780 mAh battery,No,"2.0, A2DP",Yes,,No,miniUSB 2.0,_,Removable Li-Ion 780 mAh battery,Removable Li-Ion 780 mAh battery,,Up to 4 h,,Black,,,,,,,,Yes,,
Kyocera Solo E4000,GSM,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 900 mAh battery,,Removable Li-Ion 900 mAh battery,,Removable Li-Ion 900 mAh battery,Removable Li-Ion 900 mAh battery,,"2008, August. Released 2008, August",Discontinued,108 x 46.3 x 13.8 mm (4.25 x 1.82 x 0.54 in),90 g (3.17 oz),,Mini-SIM,Removable Li-Ion 900 mAh battery,"TFT, 65K colors",_,"240 x 320 pixels, 4:3 ratio",,Removable Li-Ion 900 mAh battery,Microsoft Windows Mobile 6.0 Standard,,,,"microSD, up to 2 GB (dedicated slot)",,,,Yes,,,Yes,Yes,No,Removable Li-Ion 900 mAh battery,Wi-Fi 802.11 b/g,"2.0, A2DP",Yes,,No,microUSB 2.0,_,Removable Li-Ion 900 mAh battery,Removable Li-Ion 900 mAh battery,,Up to 5 h,,Black,,,,,,,,Yes,,
Kyocera E3500,GSM,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 920 mAh battery,,Removable Li-Ion 920 mAh battery,,Removable Li-Ion 920 mAh battery,Removable Li-Ion 920 mAh battery,,"2008, April. Released 2008, April",Discontinued,103 x 50.5 x 16.5 mm (4.06 x 1.99 x 0.65 in),84 g (2.96 oz),,Mini-SIM,Removable Li-Ion 920 mAh battery,"TFT, 256K colors","2.0 inches, 12.6 cm",176 x 220 pixels (~141 ppi density),,Removable Li-Ion 920 mAh battery,,,,,"microSD, up to 2 GB (dedicated slot)",,,LED flash,Yes,,LED flash,Yes,Yes,No,Removable Li-Ion 920 mAh battery,No,"2.0, A2DP",Yes,,No,miniUSB,_,Removable Li-Ion 920 mAh battery,Removable Li-Ion 920 mAh battery,,Up to 5 h,,Black,,,,,,,,Yes,,
Kyocera E2500,GSM,GSM 850 / 900 / 1800 / 1900,Removable Li-Ion 920 mAh battery,,Removable Li-Ion 920 mAh battery,,Removable Li-Ion 920 mAh battery,Removable Li-Ion 920 mAh battery,,"2008, April. Released 2008, April",Discontinued,105 x 48 x 12 mm (4.13 x 1.89 x 0.47 in),69 g (2.43 oz),,Mini-SIM,Removable Li-Ion 920 mAh battery,"CSTN, 65K colors","2.0 inches, 12.9 cm","128 x 128 pixels, 1:1 ratio (~91 ppi density)",,Removable Li-Ion 920 mAh battery,,,,,"microSD, up to 2 GB (dedicated slot)",,,,No,,,No,Yes,No,Removable Li-Ion 920 mAh battery,No,"1.2, A2DP",No,,No,microUSB,_,Removable Li-Ion 920 mAh battery,Removable Li-Ion 920 mAh battery,,Up to 5 h,,Black,,,,About 70 EUR,,,,Yes,,
Kyocera S1600,GSM,GSM 850 / 1900,Removable Li-Ion 650 mAh battery,,Removable Li-Ion 650 mAh battery,,Removable Li-Ion 650 mAh battery,Removable Li-Ion 650 mAh battery,,"2008, April. Released 2008, April",Discontinued,104 x 48 x 11.5 mm (4.09 x 1.89 x 0.45 in),59 g (2.08 oz),,Mini-SIM,Removable Li-Ion 650 mAh battery,"CSTN, 65K colors","1.5 inches, 7.3 cm","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,Removable Li-Ion 650 mAh battery,,,,,No,,,,up to 15 sec,,,up to 15 sec,Yes,No,Removable Li-Ion 650 mAh battery,No,No,No,,No,microUSB,_,Removable Li-Ion 650 mAh battery,Removable Li-Ion 650 mAh battery,,Up to 4 h,,Black,,,,,,,,Yes,,
Kyocera TG 200,GSM,GSM 900 / 1800,Removable Li-Ion battery,,Removable Li-Ion battery,,Removable Li-Ion battery,Removable Li-Ion battery,,2000,Discontinued,120 x 40 x 16 mm (4.72 x 1.57 x 0.63 in),75 g (2.65 oz),,Mini-SIM,Removable Li-Ion battery,Monochrome graphic,_,5 lines,,Removable Li-Ion battery,,,,,No,,,,,,,,No,No,Removable Li-Ion battery,No,No,No,,No,_,_,Removable Li-Ion battery,Removable Li-Ion battery,,3 h,,_,,,,,,,,No,,
Lava Z40,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,Removable Li-Ion 2250 mAh battery,HSDPA 900 / 2100,Removable Li-Ion 2250 mAh battery,"LTE band 1(2100), 3(1800), 5(850), 40(2300), 41(2500)",Removable Li-Ion 2250 mAh battery,Removable Li-Ion 2250 mAh battery,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, March","Available. Released 2019, March",125.5 x 63.9 x 11.7 mm (4.94 x 2.52 x 0.46 in),120 g (4.23 oz),,"Dual SIM (Nano-SIM, dual stand-by)",Removable Li-Ion 2250 mAh battery,"TN TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Corning Gorilla Glass (unspecified version),Removable Li-Ion 2250 mAh battery,Android 8.1 Oreo (Go edition),Unisoc SC9832E,Quad-core 1.4 GHz,Mali,"microSD, up to 64 GB",8GB 1GB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Removable Li-Ion 2250 mAh battery,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 2250 mAh battery,Removable Li-Ion 2250 mAh battery,,,,"Gold, Glossy Black",,,,About 3500 INR,,,,Yes,,
Lava Z92,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,Non-removable Li-Po 3260 mAh battery,HSDPA 900 / 2100,Non-removable Li-Po 3260 mAh battery,"LTE band 1(2100), 3(1800), 5(850), 40(2300), 41(2500)",Non-removable Li-Po 3260 mAh battery,Non-removable Li-Po 3260 mAh battery,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, January","Available. Released 2019, January",156.9 x 75.8 x 8 mm (6.18 x 2.98 x 0.31 in),-,,"Dual SIM (Nano-SIM, dual stand-by)",Non-removable Li-Po 3260 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",Corning Gorilla Glass 3,Non-removable Li-Po 3260 mAh battery,Android 8.1 Oreo (Go edition),Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,"microSD, up to 256 GB (dedicated slot)",32GB 3GB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Non-removable Li-Po 3260 mAh battery,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Po 3260 mAh battery,Non-removable Li-Po 3260 mAh battery,,,,Green,,,,,,,,Yes,,
Lava Z81,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,Non-removable Li-Po 3000 mAh battery,HSDPA 900 / 2100,Non-removable Li-Po 3000 mAh battery,"LTE band 1(2100), 3(1800), 5(850), 8(900), 40(2300), 41(2500)",Non-removable Li-Po 3000 mAh battery,Non-removable Li-Po 3000 mAh battery,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, October","Available. Released 2018, October",152.2 x 73 x 7.9 mm (5.99 x 2.87 x 0.31 in),141 g (4.97 oz),,"Dual SIM (Nano-SIM, dual stand-by)",Non-removable Li-Po 3000 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Corning Gorilla Glass 3,Non-removable Li-Po 3000 mAh battery,Android 8.1 (Oreo),Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,"microSD, up to 128 GB (dedicated slot)","16GB 2GB RAM, 32GB 3GB RAM",,LED flash,_,,LED flash,_,Yes,Yes,Non-removable Li-Po 3000 mAh battery,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Po 3000 mAh battery,Non-removable Li-Po 3000 mAh battery,,,,"Black/Blue, Gold/Black",Z81,,,,,,,Yes,,
Lava Z60s,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,Non-removable Li-Po 2500 mAh battery,HSDPA 900 / 2100,Non-removable Li-Po 2500 mAh battery,"LTE band 1(2100), 3(1800), 5(850), 8(900), 40(2300), 41(2500)",Non-removable Li-Po 2500 mAh battery,Non-removable Li-Po 2500 mAh battery,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, August","Available. Released 2018, August",144.3 x 71.4 x 8.5 mm (5.68 x 2.81 x 0.33 in),136 g (4.80 oz),,"Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",Non-removable Li-Po 2500 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Non-removable Li-Po 2500 mAh battery,Android 8.1 Oreo (Go edition),Mediatek MT6739WW (28 nm),Quad-core 1.5 GHz Cortex-A53,PowerVR GE8100,"microSD, up to 64 GB",16GB 1GB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Non-removable Li-Po 2500 mAh battery,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity",Non-removable Li-Po 2500 mAh battery,Non-removable Li-Po 2500 mAh battery,,,,"Gold, Black",Z60s,,,About 4950 INR,,,,Yes,,
Lava Z61,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,Removable Li-Po 3000 mAh battery,HSDPA 900 / 2100,Removable Li-Po 3000 mAh battery,"LTE band 1(2100), 3(1800), 5(850), 40(2300), 41(2500)",Removable Li-Po 3000 mAh battery,Removable Li-Po 3000 mAh battery,"HSPA, LTE Cat4 150/50 Mbps","2018, July","Available. Released 2018, July",146.5 x 70.2 x 8.7 mm (5.77 x 2.76 x 0.34 in),139 g (4.90 oz),,"Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",Removable Li-Po 3000 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Corning Gorilla Glass (unspecified version),Removable Li-Po 3000 mAh battery,Android 8.0 Oreo (Go edition) - 1 GB RAM model,Mediatek MT6739WW (28 nm),Quad-core 1.5 GHz Cortex-A53,PowerVR GE8100,"microSD, up to 32 GB","16GB 1GB RAM, 16GB 2GB RAM",,LED flash,_,,LED flash,_,Yes,Yes,Removable Li-Po 3000 mAh battery,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Po 3000 mAh battery,Removable Li-Po 3000 mAh battery,,,,"Gold, Black","Z61, Z61_2GB",,,About 5700 INR,,,,Yes,,
Lava Z91 (2GB),GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,Non-removable Li-Po 3000 mAh battery,HSDPA 900 / 2100,Non-removable Li-Po 3000 mAh battery,"LTE band 1(2100), 3(1800), 5(850), 40(2300), 41(2500)",Non-removable Li-Po 3000 mAh battery,Non-removable Li-Po 3000 mAh battery,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, July","Available. Released 2018, July",152 x 72.9 x 7.7 mm (5.98 x 2.87 x 0.30 in),147 g (5.19 oz),,"Dual SIM (Nano-SIM, dual stand-by)",Non-removable Li-Po 3000 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",,Non-removable Li-Po 3000 mAh battery,Android 7.1 (Nougat),Mediatek MT6739 (28 nm),Quad-core 1.3 GHz Cortex-A53,PowerVR GE8100,"microSD, up to 128 GB (dedicated slot)",16GB 2GB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Non-removable Li-Po 3000 mAh battery,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Po 3000 mAh battery,Non-removable Li-Po 3000 mAh battery,,,,Blue,,,,About 9000 INR,,,,Yes,,
Lava Z91,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,Non-removable Li-Po 3000 mAh battery,HSDPA 900 / 2100,Non-removable Li-Po 3000 mAh battery,"LTE band 1(2100), 3(1800), 5(850), 40(2300), 41(2500)",Non-removable Li-Po 3000 mAh battery,Non-removable Li-Po 3000 mAh battery,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, March","Available. Released 2018, March",152 x 72.9 x 7.7 mm (5.98 x 2.87 x 0.30 in),147 g (5.19 oz),,"Dual SIM (Nano-SIM, dual stand-by)",Non-removable Li-Po 3000 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",,Non-removable Li-Po 3000 mAh battery,Android 7.1 (Nougat),Mediatek MT6739 (28 nm),Quad-core 1.3 GHz Cortex-A53,PowerVR GE8100,"microSD, up to 128 GB (dedicated slot)",32GB 3GB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Non-removable Li-Po 3000 mAh battery,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Po 3000 mAh battery,Non-removable Li-Po 3000 mAh battery,,,,Blue,Z91,,,About 10000 INR,,,,Yes,,
Lava Z50,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,Removable Li-Po 2000 mAh battery,HSDPA 900 / 2100,Removable Li-Po 2000 mAh battery,"LTE band 1(2100), 3(1800), 5(850), 40(2300), 41(2500)",Removable Li-Po 2000 mAh battery,Removable Li-Po 2000 mAh battery,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, March","Available. Released 2018, March",135 x 66.6 x 9.7 mm (5.31 x 2.62 x 0.38 in),140 g (4.94 oz),,"Dual SIM (Micro-SIM, dual stand-by)",Removable Li-Po 2000 mAh battery,"TN TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Corning Gorilla Glass 1,Removable Li-Po 2000 mAh battery,Android Oreo (Go edition),Mediatek MT6737M (28 nm),Quad-core 1.1 GHz Cortex-A53,Mali-T720MP2,"microSD, up to 64 GB",8GB 1GB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Removable Li-Po 2000 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Po 2000 mAh battery,Removable Li-Po 2000 mAh battery,,,,"Gold, Black",Z50,,,About 4400 INR,,,,Yes,,
Lava Z90,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,Non-removable Li-Ion 2750 mAh battery,HSDPA 900 / 2100,Non-removable Li-Ion 2750 mAh battery,"LTE band 1(2100), 3(1800), 5(850), 40(2300), 41(2500)",Non-removable Li-Ion 2750 mAh battery,Non-removable Li-Ion 2750 mAh battery,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, September","Available. Released 2017, September",148.5 x 73.1 x 8.1 mm (5.85 x 2.88 x 0.32 in),159 g (5.61 oz),,"Hybrid Dual SIM (Micro-SIM, dual stand-by)",Non-removable Li-Ion 2750 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Corning Gorilla Glass 3,Non-removable Li-Ion 2750 mAh battery,Android 7.0 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,"microSD, up to 64 GB (uses shared SIM slot)",32GB 3GB RAM,,LED flash,_,"8 MP, f/2.0, AF",LED flash,_,Yes,Yes,Non-removable Li-Ion 2750 mAh battery,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 2750 mAh battery,Non-removable Li-Ion 2750 mAh battery,,,,"Blue, Gold",Z90,,,About 10750 INR,,,,Yes,,
Lava Z80,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,Removable Li-Po 2500 mAh battery,HSDPA 900 / 2100,Removable Li-Po 2500 mAh battery,"LTE band 1(2100), 3(1800), 5(850), 40(2300), 41(2500)",Removable Li-Po 2500 mAh battery,Removable Li-Po 2500 mAh battery,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, September","Available. Released 2017, September",148.5 x 73.1 x 8.1 mm (5.85 x 2.88 x 0.32 in),136.8 g (4.83 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",Removable Li-Po 2500 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Removable Li-Po 2500 mAh battery,Android 7.0 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,"microSD, up to 64 GB (uses shared SIM slot)",16GB 3GB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Removable Li-Po 2500 mAh battery,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Removable Li-Po 2500 mAh battery,Removable Li-Po 2500 mAh battery,,,,Black,Z80,,,About 9000 INR,,,,Yes,,
Lava Z60,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,Non-removable Li-Po 2500 mAh battery,HSDPA 900 / 2100,Non-removable Li-Po 2500 mAh battery,"LTE band 1(2100), 3(1800), 5(850), 40(2300), 41(2500)",Non-removable Li-Po 2500 mAh battery,Non-removable Li-Po 2500 mAh battery,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, September","Available. Released 2017, September",143.6 x 72.3 x 9.1 mm (5.65 x 2.85 x 0.36 in),149 g (5.26 oz),,"Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",Non-removable Li-Po 2500 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Non-removable Li-Po 2500 mAh battery,Android 7.0 (Nougat),Mediatek MT6737M (28 nm),Quad-core 1.1 GHz Cortex-A53,Mali-T720MP2,"microSD, up to 64 GB",16GB 1GB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Non-removable Li-Po 2500 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity",Non-removable Li-Po 2500 mAh battery,Non-removable Li-Po 2500 mAh battery,,,,"Gold, Black",Z60,,,About 6500 INR,,,,Yes,,
Lava A97 2GB+,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,Removable Li-Ion 2350 mAh battery,HSDPA 900 / 2100,Removable Li-Ion 2350 mAh battery,"LTE band 3(1800), 5(850), 40(2300)",Removable Li-Ion 2350 mAh battery,Removable Li-Ion 2350 mAh battery,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2017, June","Available. Released 2017, June",145 x 72 x 9.2 mm (5.71 x 2.83 x 0.36 in),160 g (5.64 oz),,"Dual SIM (Micro-SIM, dual stand-by)",Removable Li-Ion 2350 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Removable Li-Ion 2350 mAh battery,Android 7.0 (Nougat),Spreadtrum SC9832,Quad-core 1.3 GHz,Mali-400,"microSD, up to 32 GB",16GB 2GB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Removable Li-Ion 2350 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,Stereo FM radio with RDS; recording,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 2350 mAh battery,Removable Li-Ion 2350 mAh battery,,,,"Gold, Silver, Blue",,,,About 7700 INR,,,,Yes,,
